  2450494.55833   14.516    0.007
  2450494.60226   14.514    0.014
  2450494.64649   14.517    0.014
  2450494.69079   14.509    0.015
  2450494.73581   14.519    0.011
  2450495.56113   14.385    0.007
  2450495.63477   14.412    0.010
  2450495.68825   14.373    0.007
  2450496.55654   14.236    0.008
  2450496.60129   14.243    0.007
  2450496.64536   14.234    0.010
  2450496.69027   14.239    0.007
  2450497.58426   14.237    0.013
  2450498.55560   14.283    0.008
  2450498.71339   14.306    0.014
  2450498.75732   14.295    0.010
  2450499.55055   14.326    0.011
  2450499.59626   14.359    0.017
  2450499.73654   14.377    0.011
  2450500.57808   14.432    0.008
  2450500.59329   14.443    0.011
  2450500.63815   14.424    0.008
  2450500.68932   14.460    0.007
  2450500.73373   14.459    0.014
  2450501.55742   14.516    0.008
  2450501.67620   14.512    0.013
  2450507.54586   14.415    0.011
  2450507.59107   14.417    0.008
  2450509.54178   14.429    0.007
  2450509.58883   14.413    0.011
  2450509.64115   14.418    0.006
  2450510.58339   14.259    0.008
  2450510.62894   14.261    0.010
  2450510.67655   14.256    0.007
  2450511.66883   14.245    0.010
  2450512.57545   14.278    0.010
  2450512.69814   14.261    0.011
  2450513.60135   14.325    0.008
  2450513.69304   14.343    0.017
  2450513.74027   14.345    0.015
  2450514.56403   14.403    0.013
  2450514.63310   14.409    0.011
  2450514.68346   14.429    0.011
  2450514.73031   14.430    0.014
  2450515.55816   14.491    0.013
  2450515.61107   14.502    0.013
  2450515.66117   14.508    0.011
  2450516.56447   14.432    0.008
  2450516.61866   14.441    0.010
  2450516.66565   14.423    0.010
  2450516.71218   14.417    0.011
  2450517.56246   14.301    0.017
  2450517.61234   14.284    0.014
  2450517.70848   14.282    0.015
  2450518.59981   14.244    0.013
  2450518.64507   14.241    0.015
  2450518.69414   14.251    0.008
  2450519.60707   14.275    0.017
  2450519.67462   14.285    0.010
  2450520.70125   14.344    0.008
  2450521.55674   14.408    0.007
  2450521.66464   14.419    0.007
  2450523.61710   14.462    0.007
  2450523.66795   14.441    0.017
  2450524.55805   14.287    0.011
  2450524.60817   14.287    0.007
  2450527.67058   14.326    0.013
  2450530.56071   14.451    0.008
  2450531.55810   14.300    0.008
  2450534.55400   14.299    0.008
  2450534.59819   14.282    0.007
  2450535.53865   14.343    0.014
  2450535.59893   14.346    0.010
  2450535.67265   14.372    0.010
  2450536.56296   14.472    0.008
  2450537.51237   14.482    0.015
  2450537.61257   14.476    0.011
  2450537.65939   14.482    0.015
  2450538.50037   14.324    0.010
  2450538.55209   14.347    0.008
  2450539.62011   14.223    0.015
  2450539.66420   14.238    0.015
  2450540.67025   14.273    0.011
  2450541.51934   14.291    0.010
  2450541.57641   14.323    0.011
  2450542.60783   14.392    0.013
  2450542.65196   14.402    0.014
  2450543.59076   14.483    0.017
  2450543.62781   14.500    0.014
  2450544.49951   14.494    0.015
  2450544.54376   14.513    0.013
  2450544.58800   14.504    0.013
  2450544.63324   14.507    0.013
  2450551.48921   14.496    0.010
  2450552.49752   14.381    0.011
  2450553.50589   14.220    0.011
  2450553.61668   14.225    0.011
  2450554.48270   14.236    0.013
  2450554.56814   14.260    0.013
  2450555.48903   14.283    0.008
  2450558.53641   14.534    0.011
  2450560.49827   14.243    0.010
  2450561.49830   14.249    0.010
  2450565.50680   14.497    0.011
  2450566.50079   14.410    0.014
  2450567.50188   14.232    0.013
  2450571.48276   14.419    0.010
  2450572.51126   14.509    0.010
  2450573.51510   14.416    0.007
  2450574.47352   14.245    0.007
  2450575.47216   14.226    0.010
  2450576.48721   14.302    0.010
  2450577.48111   14.350    0.008
  2450578.49413   14.432    0.015
  2450583.47959   14.262    0.010
  2450665.80489   14.389    0.010
  2450672.86493   14.372    0.013
  2450689.89539   14.257    0.011
  2450699.89877   14.501    0.010
  2450701.81570   14.326    0.008
  2450704.85818   14.308    0.007
  2450714.80705   14.466    0.011
  2450715.87981   14.308    0.010
  2450728.76688   14.501    0.014
  2450729.76685   14.363    0.011
  2450730.72244   14.236    0.010
  2450741.81667   14.434    0.010
  2450745.77148   14.227    0.011
  2450747.81994   14.350    0.011
  2450753.76785   14.253    0.011
  2450759.80833   14.232    0.008
  2450772.80157   14.289    0.007
  2450775.78329   14.317    0.015
  2450779.80196   14.333    0.010
  2450781.81882   14.272    0.008
  2450789.76234   14.308    0.011
  2450790.77288   14.404    0.010
  2450795.73049   14.254    0.010
  2450796.80234   14.305    0.013
  2450805.78703   14.441    0.011
  2450816.75806   14.232    0.011
  2450817.67728   14.266    0.008
  2450819.77700   14.434    0.010
  2450822.79117   14.251    0.017
  2450826.64395   14.403    0.017
  2450829.71457   14.260    0.013
  2450832.67074   14.319    0.013
  2450836.76956   14.259    0.015
  2450840.64895   14.388    0.007
  2450843.64946   14.303    0.013
  2450850.62301   14.317    0.008
  2450855.62778   14.476    0.011
  2450856.59404   14.498    0.007
  2450858.56665   14.233    0.011
  2450875.54197   14.347    0.015
  2450879.62847   14.229    0.008
  2450880.52757   14.236    0.011
  2450887.54085   14.236    0.008
  2450892.62440   14.397    0.013
  2450895.51528   14.301    0.011
  2450898.52210   14.491    0.010
  2450922.58947   14.211    0.011
  2450928.51539   14.341    0.008
  2450931.53734   14.298    0.007
  2450933.54713   14.464    0.010
  2450940.52838   14.453    0.011
  2451045.86875   14.359    0.011
  2451052.89054   14.350    0.015
  2451053.87070   14.429    0.015
  2451054.88642   14.501    0.017
  2451068.86578   14.508    0.010
  2451069.87646   14.394    0.010
  2451071.89352   14.237    0.011
  2451081.85395   14.399    0.014
  2451087.80101   14.288    0.014
  2451091.80346   14.313    0.013
  2451106.84098   14.217    0.015
  2451107.76875   14.254    0.013
  2451126.80816   14.355    0.011
  2451132.73209   14.522    0.013
  2451136.76535   14.270    0.013
  2451142.65654   14.224    0.015
  2451144.72547   14.321    0.017
  2451151.75132   14.297    0.013
  2451155.75057   14.273    0.008
  2451165.74679   14.295    0.011
  2451169.74171   14.312    0.007
  2451174.71550   14.454    0.011
  2451179.73236   14.280    0.008
  2451181.80438   14.455    0.014
  2451186.75883   14.288    0.014
  2451187.82008   14.365    0.013
  2451188.74811   14.451    0.017
  2451203.72588   14.501    0.015
  2451207.58452   14.301    0.011
  2451211.62224   14.432    0.014
  2451214.62310   14.264    0.011
  2451217.59797   14.499    0.013
  2451220.60280   14.226    0.017
  2451223.62903   14.391    0.011
  2451225.56996   14.463    0.008
  2451227.65052   14.230    0.008
  2451231.54642   14.474    0.015
  2451234.59462   14.234    0.007
  2451236.60214   14.294    0.007
  2451240.55261   14.330    0.014
  2451242.65436   14.257    0.017
  2451244.60374   14.348    0.008
  2451247.53647   14.349    0.008
  2451256.52123   14.236    0.011
  2451260.54379   14.495    0.011
  2451265.52167   14.328    0.008
  2451273.56758   14.455    0.007
  2451277.50384   14.232    0.013
  2451288.50210   14.498    0.015
  2451290.56951   14.297    0.013
  2451298.54480   14.224    0.014
  2451301.48647   14.370    0.010
  2451305.53231   14.229    0.020
  2451308.46182   14.361    0.011
  2451313.50830   14.262    0.013
  2451316.50019   14.470    0.014
  2451319.47641   14.224    0.017
  2451329.53128   14.372    0.010
  2451339.47480   14.395    0.007
  2451418.83190   14.220    0.013
  2451430.88638   14.494    0.010
  2451432.82022   14.232    0.015
  2451435.79627   14.347    0.008
  2451437.78017   14.536    0.008
  2451440.82784   14.263    0.015
  2451446.83988   14.252    0.007
  2451447.86541   14.252    0.008
  2451451.76053   14.511    0.015
  2451458.85149   14.485    0.008
  2451470.83182   14.314    0.017
  2451478.83468   14.369    0.011
  2451487.70286   14.510    0.017
  2451490.69969   14.245    0.011
  2451492.69278   14.361    0.014
  2451495.69131   14.360    0.014
  2451497.81748   14.232    0.011
  2451499.64913   14.339    0.008
  2451505.68493   14.279    0.013
  2451507.81842   14.437    0.008
  2451510.79443   14.222    0.010
  2451512.69113   14.282    0.008
  2451514.80223   14.424    0.007
  2451517.63771   14.246    0.011
  2451519.71139   14.262    0.008
  2451521.64713   14.410    0.013
  2451523.76785   14.383    0.013
  2451525.76222   14.243    0.008
  2451527.69117   14.313    0.008
  2451528.73751   14.400    0.014
  2451529.75867   14.499    0.010
  2451531.75174   14.267    0.007
  2451538.70834   14.279    0.013
  2451542.69428   14.383    0.010
  2451544.62029   14.479    0.011
  2451547.74719   14.257    0.013
  2451548.72480   14.296    0.010
  2451549.71908   14.384    0.014
  2451552.58381   14.335    0.014
  2451554.71026   14.265    0.011
  2451555.71704   14.283    0.013
  2451562.71996   14.297    0.006
  2451564.59856   14.446    0.011
  2451567.69117   14.227    0.013
  2451570.59652   14.341    0.007
  2451574.78423   14.219    0.014
  2451577.73593   14.351    0.011
  2451580.77001   14.359    0.008
  2451583.65533   14.267    0.015
  2451585.74195   14.435    0.013
  2451593.56863   14.479    0.010
  2451596.71761   14.230    0.013
  2451599.63949   14.398    0.015
  2451601.71557   14.420    0.013
  2451604.59704   14.261    0.007
  2451606.63200   14.406    0.008
  2451609.67331   14.281    0.017
  2451610.65840   14.223    0.010
  2451613.54947   14.392    0.010
  2451615.58142   14.467    0.008
  2451617.65276   14.223    0.011
  2451619.63641   14.312    0.013
  2451620.58758   14.399    0.011
  2451622.53776   14.492    0.014
  2451624.53433   14.211    0.008
  2451626.53515   14.287    0.015
  2451627.65627   14.389    0.010
  2451629.53526   14.482    0.014
  2451630.61672   14.345    0.013
  2451632.55322   14.285    0.017
  2451634.53096   14.357    0.017
  2451643.52297   14.506    0.008
  2451654.56028   14.265    0.014
  2451659.55394   14.258    0.010
  2451661.57790   14.271    0.008
  2451664.53959   14.500    0.013
  2451667.54480   14.250    0.010
  2451672.55556   14.436    0.010
  2451691.51664   14.403    0.014
  2451771.92517   14.436    0.008
  2451772.90501   14.257    0.015
  2451784.89069   14.506    0.013
  2451804.82898   14.372    0.013
  2451812.82413   14.468    0.013
  2451816.83544   14.259    0.010
  2451821.82603   14.386    0.010
  2451823.86816   14.241    0.014
  2451826.85124   14.438    0.014
  2451829.82493   14.243    0.014
  2451830.83829   14.250    0.014
  2451834.87722   14.492    0.010
  2451859.81439   14.250    0.008
  2451861.83156   14.388    0.011
  2451864.80900   14.303    0.013
  2451865.78917   14.227    0.017
  2451866.85794   14.256    0.010
  2451868.82861   14.374    0.008
  2451870.76189   14.497    0.015
  2451871.84584   14.314    0.010
  2451873.80541   14.264    0.008
